阶段,国家,国家编码,产品品线,平台类型,平台,搜索词,URL,Google定向查询,Google搜索URL,批次编码
P1-C,德国,DE,吸奶器,竞品Amazon评论,Amazon (amazon.de),Momcozy M9,https://www.amazon.de/s?k=Momcozy+M9&rh=p_72%3A1-2,"site:amazon.de ""Momcozy M9"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.de+%22Momcozy+M9%22+review+problem,BATCH-P1C-DE-Momcozy
P1-C,德国,DE,吸奶器,竞品独立站Google定向,Google → momcozy.com,Momcozy negative reviews,https://www.google.com/search?q=site%3Amomcozy.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:momcozy.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Amomcozy.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-DE-Momcozy
P1-C,德国,DE,喂养电器,竞品独立站,Philips Avent DTC (philips.de),"Avent Fast Bottle Warmer, Avent 3-in-1 Sterilizer, Avent Premium Sterilizer",https://www.philips.com/c-m-mo/philips-avent-bottle-warmers-sterilizers,"site:philips.com ""avent"" ""review"" (""slow"" OR ""uneven"" OR ""difficult"")",https://www.google.com/search?q=site%3Aphilips.com+%22avent%22+%22review%22+%28%22slow%22+OR+%22uneven%22+OR+%22difficult%22%29,BATCH-P1C-DE-PhilipsAvent
P1-C,德国,DE,喂养电器,竞品Amazon评论,Amazon (amazon.de),Avent Fast Bottle Warmer,https://www.amazon.de/s?k=Avent+Fast+Bottle+Warmer&rh=p_72%3A1-2,"site:amazon.de ""Avent Fast Bottle Warmer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.de+%22Avent+Fast+Bottle+Warmer%22+review+problem,BATCH-P1C-DE-PhilipsAvent
P1-C,德国,DE,喂养电器,竞品Amazon评论,Amazon (amazon.de),Avent 3-in-1 Sterilizer,https://www.amazon.de/s?k=Avent+3-in-1+Sterilizer&rh=p_72%3A1-2,"site:amazon.de ""Avent 3-in-1 Sterilizer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.de+%22Avent+3-in-1+Sterilizer%22+review+problem,BATCH-P1C-DE-PhilipsAvent
P1-C,德国,DE,喂养电器,竞品独立站Google定向,Google → philips.de,Philips Avent negative reviews,https://www.google.com/search?q=site%3Aphilips.de+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:philips.de ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Aphilips.de+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-DE-PhilipsAvent
P1-C,德国,DE,喂养电器,竞品独立站,NUK DTC (nuk.de),"NUK Thermo Express Bottle Warmer, NUK Vario Express Sterilizer",https://www.nuk.com/products/feeding,"site:nuk.com ""review"" (""warming"" OR ""parts"" OR ""difficult"")",https://www.google.com/search?q=site%3Anuk.com+%22review%22+%28%22warming%22+OR+%22parts%22+OR+%22difficult%22%29,BATCH-P1C-DE-NUK
P1-C,德国,DE,喂养电器,竞品Amazon评论,Amazon (amazon.de),NUK Thermo Express Bottle Warmer,https://www.amazon.de/s?k=NUK+Thermo+Express+Bottle+Warmer&rh=p_72%3A1-2,"site:amazon.de ""NUK Thermo Express Bottle Warmer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.de+%22NUK+Thermo+Express+Bottle+Warmer%22+review+problem,BATCH-P1C-DE-NUK
P1-C,德国,DE,喂养电器,竞品Amazon评论,Amazon (amazon.de),NUK Vario Express Sterilizer,https://www.amazon.de/s?k=NUK+Vario+Express+Sterilizer&rh=p_72%3A1-2,"site:amazon.de ""NUK Vario Express Sterilizer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.de+%22NUK+Vario+Express+Sterilizer%22+review+problem,BATCH-P1C-DE-NUK
P1-C,德国,DE,喂养电器,竞品独立站Google定向,Google → nuk.de,NUK negative reviews,https://www.google.com/search?q=site%3Anuk.de+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:nuk.de ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Anuk.de+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-DE-NUK
P1-C,德国,DE,家居出行,竞品独立站,Bugaboo DTC (bugaboo.com),"Bugaboo Fox 5, Bugaboo Dragonfly, Bugaboo Butterfly",https://www.bugaboo.com/strollers/,"site:bugaboo.com ""review"" (""heavy"" OR ""price"" OR ""fold"" OR ""wheel"")",https://www.google.com/search?q=site%3Abugaboo.com+%22review%22+%28%22heavy%22+OR+%22price%22+OR+%22fold%22+OR+%22wheel%22%29,BATCH-P1C-DE-Bugaboo
P1-C,德国,DE,家居出行,竞品Amazon评论,Amazon (amazon.de),Bugaboo Fox 5,https://www.amazon.de/s?k=Bugaboo+Fox+5&rh=p_72%3A1-2,"site:amazon.de ""Bugaboo Fox 5"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.de+%22Bugaboo+Fox+5%22+review+problem,BATCH-P1C-DE-Bugaboo
P1-C,德国,DE,家居出行,竞品Amazon评论,Amazon (amazon.de),Bugaboo Dragonfly,https://www.amazon.de/s?k=Bugaboo+Dragonfly&rh=p_72%3A1-2,"site:amazon.de ""Bugaboo Dragonfly"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.de+%22Bugaboo+Dragonfly%22+review+problem,BATCH-P1C-DE-Bugaboo
P1-C,德国,DE,家居出行,竞品独立站Google定向,Google → bugaboo.com,Bugaboo negative reviews,https://www.google.com/search?q=site%3Abugaboo.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:bugaboo.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Abugaboo.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-DE-Bugaboo
P1-C,德国,DE,家居出行,竞品独立站,Cybex DTC (cybex-online.com),"Cybex Priam, Cybex Mios, Cybex Libelle",https://cybex-online.com/strollers,"site:cybex-online.com ""review"" (""heavy"" OR ""fold"" OR ""canopy"" OR ""recline"")",https://www.google.com/search?q=site%3Acybex-online.com+%22review%22+%28%22heavy%22+OR+%22fold%22+OR+%22canopy%22+OR+%22recline%22%29,BATCH-P1C-DE-Cybex
P1-C,德国,DE,家居出行,竞品Amazon评论,Amazon (amazon.de),Cybex Priam,https://www.amazon.de/s?k=Cybex+Priam&rh=p_72%3A1-2,"site:amazon.de ""Cybex Priam"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.de+%22Cybex+Priam%22+review+problem,BATCH-P1C-DE-Cybex
P1-C,德国,DE,家居出行,竞品Amazon评论,Amazon (amazon.de),Cybex Mios,https://www.amazon.de/s?k=Cybex+Mios&rh=p_72%3A1-2,"site:amazon.de ""Cybex Mios"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.de+%22Cybex+Mios%22+review+problem,BATCH-P1C-DE-Cybex
P1-C,德国,DE,家居出行,竞品独立站Google定向,Google → cybex-online.com,Cybex negative reviews,https://www.google.com/search?q=site%3Acybex-online.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:cybex-online.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Acybex-online.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-DE-Cybex
P1-C,德国,DE,家居出行,竞品独立站,Babyzen DTC (babyzen.com),"YOYO2, YOYO Bassinet",https://www.babyzen.com/en/strollers,"site:babyzen.com ""review"" (""recline"" OR ""canopy"" OR ""expensive"" OR ""newborn"")",https://www.google.com/search?q=site%3Ababyzen.com+%22review%22+%28%22recline%22+OR+%22canopy%22+OR+%22expensive%22+OR+%22newborn%22%29,BATCH-P1C-DE-Babyzen
P1-C,德国,DE,家居出行,竞品Amazon评论,Amazon (amazon.de),YOYO2,https://www.amazon.de/s?k=YOYO2&rh=p_72%3A1-2,"site:amazon.de ""YOYO2"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.de+%22YOYO2%22+review+problem,BATCH-P1C-DE-Babyzen
P1-C,德国,DE,家居出行,竞品Amazon评论,Amazon (amazon.de),YOYO Bassinet,https://www.amazon.de/s?k=YOYO+Bassinet&rh=p_72%3A1-2,"site:amazon.de ""YOYO Bassinet"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.de+%22YOYO+Bassinet%22+review+problem,BATCH-P1C-DE-Babyzen
P1-C,德国,DE,家居出行,竞品独立站Google定向,Google → babyzen.com,Babyzen negative reviews,https://www.google.com/search?q=site%3Ababyzen.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:babyzen.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Ababyzen.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-DE-Babyzen
P1-C,法国,FR,吸奶器,竞品独立站,Medela DTC (medela.fr),"Medela Pump in Style, Medela Swing Maxi, Medela Freestyle Flex",https://www.medela.com/breastfeeding/products/breast-pumps,"site:medela.com ""review"" (""disappointed"" OR ""problem"" OR ""issue"")",https://www.google.com/search?q=site%3Amedela.com+%22review%22+%28%22disappointed%22+OR+%22problem%22+OR+%22issue%22%29,BATCH-P1C-FR-Medela
P1-C,法国,FR,吸奶器,竞品Amazon评论,Amazon (amazon.fr),Medela Pump in Style,https://www.amazon.fr/s?k=Medela+Pump+in+Style&rh=p_72%3A1-2,"site:amazon.fr ""Medela Pump in Style"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.fr+%22Medela+Pump+in+Style%22+review+problem,BATCH-P1C-FR-Medela
P1-C,法国,FR,吸奶器,竞品Amazon评论,Amazon (amazon.fr),Medela Swing Maxi,https://www.amazon.fr/s?k=Medela+Swing+Maxi&rh=p_72%3A1-2,"site:amazon.fr ""Medela Swing Maxi"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.fr+%22Medela+Swing+Maxi%22+review+problem,BATCH-P1C-FR-Medela
P1-C,法国,FR,吸奶器,竞品独立站Google定向,Google → medela.fr,Medela negative reviews,https://www.google.com/search?q=site%3Amedela.fr+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:medela.fr ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Amedela.fr+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-FR-Medela
P1-C,法国,FR,吸奶器,竞品独立站,Elvie DTC (elvie.com),"Elvie Pump, Elvie Stride",https://www.elvie.com/shop/elvie-pump,"site:elvie.com ""review"" (""battery"" OR ""suction"" OR ""disappointed"")",https://www.google.com/search?q=site%3Aelvie.com+%22review%22+%28%22battery%22+OR+%22suction%22+OR+%22disappointed%22%29,BATCH-P1C-FR-Elvie
P1-C,法国,FR,吸奶器,竞品Amazon评论,Amazon (amazon.fr),Elvie Pump,https://www.amazon.fr/s?k=Elvie+Pump&rh=p_72%3A1-2,"site:amazon.fr ""Elvie Pump"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.fr+%22Elvie+Pump%22+review+problem,BATCH-P1C-FR-Elvie
P1-C,法国,FR,吸奶器,竞品Amazon评论,Amazon (amazon.fr),Elvie Stride,https://www.amazon.fr/s?k=Elvie+Stride&rh=p_72%3A1-2,"site:amazon.fr ""Elvie Stride"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.fr+%22Elvie+Stride%22+review+problem,BATCH-P1C-FR-Elvie
P1-C,法国,FR,吸奶器,竞品独立站Google定向,Google → elvie.com,Elvie negative reviews,https://www.google.com/search?q=site%3Aelvie.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:elvie.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Aelvie.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-FR-Elvie
P1-C,法国,FR,吸奶器,竞品独立站,Momcozy DTC (momcozy.com),"Momcozy M5, Momcozy M9, Momcozy S12 Pro",https://momcozy.com/collections/wearable-breast-pumps,"site:momcozy.com ""review"" (""suction"" OR ""leak"" OR ""noise"" OR ""not worth"")",https://www.google.com/search?q=site%3Amomcozy.com+%22review%22+%28%22suction%22+OR+%22leak%22+OR+%22noise%22+OR+%22not+worth%22%29,BATCH-P1C-FR-Momcozy
P1-C,法国,FR,吸奶器,竞品Amazon评论,Amazon (amazon.fr),Momcozy M5,https://www.amazon.fr/s?k=Momcozy+M5&rh=p_72%3A1-2,"site:amazon.fr ""Momcozy M5"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.fr+%22Momcozy+M5%22+review+problem,BATCH-P1C-FR-Momcozy
P1-C,法国,FR,吸奶器,竞品Amazon评论,Amazon (amazon.fr),Momcozy M9,https://www.amazon.fr/s?k=Momcozy+M9&rh=p_72%3A1-2,"site:amazon.fr ""Momcozy M9"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.fr+%22Momcozy+M9%22+review+problem,BATCH-P1C-FR-Momcozy
P1-C,法国,FR,吸奶器,竞品独立站Google定向,Google → momcozy.com,Momcozy negative reviews,https://www.google.com/search?q=site%3Amomcozy.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:momcozy.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Amomcozy.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-FR-Momcozy
P1-C,法国,FR,喂养电器,竞品独立站,Philips Avent DTC (philips.fr),"Avent Fast Bottle Warmer, Avent 3-in-1 Sterilizer, Avent Premium Sterilizer",https://www.philips.com/c-m-mo/philips-avent-bottle-warmers-sterilizers,"site:philips.com ""avent"" ""review"" (""slow"" OR ""uneven"" OR ""difficult"")",https://www.google.com/search?q=site%3Aphilips.com+%22avent%22+%22review%22+%28%22slow%22+OR+%22uneven%22+OR+%22difficult%22%29,BATCH-P1C-FR-PhilipsAvent
P1-C,法国,FR,喂养电器,竞品Amazon评论,Amazon (amazon.fr),Avent Fast Bottle Warmer,https://www.amazon.fr/s?k=Avent+Fast+Bottle+Warmer&rh=p_72%3A1-2,"site:amazon.fr ""Avent Fast Bottle Warmer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.fr+%22Avent+Fast+Bottle+Warmer%22+review+problem,BATCH-P1C-FR-PhilipsAvent
P1-C,法国,FR,喂养电器,竞品Amazon评论,Amazon (amazon.fr),Avent 3-in-1 Sterilizer,https://www.amazon.fr/s?k=Avent+3-in-1+Sterilizer&rh=p_72%3A1-2,"site:amazon.fr ""Avent 3-in-1 Sterilizer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.fr+%22Avent+3-in-1+Sterilizer%22+review+problem,BATCH-P1C-FR-PhilipsAvent
P1-C,法国,FR,喂养电器,竞品独立站Google定向,Google → philips.fr,Philips Avent negative reviews,https://www.google.com/search?q=site%3Aphilips.fr+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:philips.fr ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Aphilips.fr+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-FR-PhilipsAvent
P1-C,法国,FR,家居出行,竞品独立站,Bugaboo DTC (bugaboo.com),"Bugaboo Fox 5, Bugaboo Dragonfly, Bugaboo Butterfly",https://www.bugaboo.com/strollers/,"site:bugaboo.com ""review"" (""heavy"" OR ""price"" OR ""fold"" OR ""wheel"")",https://www.google.com/search?q=site%3Abugaboo.com+%22review%22+%28%22heavy%22+OR+%22price%22+OR+%22fold%22+OR+%22wheel%22%29,BATCH-P1C-FR-Bugaboo
P1-C,法国,FR,家居出行,竞品Amazon评论,Amazon (amazon.fr),Bugaboo Fox 5,https://www.amazon.fr/s?k=Bugaboo+Fox+5&rh=p_72%3A1-2,"site:amazon.fr ""Bugaboo Fox 5"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.fr+%22Bugaboo+Fox+5%22+review+problem,BATCH-P1C-FR-Bugaboo
P1-C,法国,FR,家居出行,竞品Amazon评论,Amazon (amazon.fr),Bugaboo Dragonfly,https://www.amazon.fr/s?k=Bugaboo+Dragonfly&rh=p_72%3A1-2,"site:amazon.fr ""Bugaboo Dragonfly"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.fr+%22Bugaboo+Dragonfly%22+review+problem,BATCH-P1C-FR-Bugaboo
P1-C,法国,FR,家居出行,竞品独立站Google定向,Google → bugaboo.com,Bugaboo negative reviews,https://www.google.com/search?q=site%3Abugaboo.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:bugaboo.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Abugaboo.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-FR-Bugaboo
P1-C,法国,FR,家居出行,竞品独立站,Cybex DTC (cybex-online.com),"Cybex Priam, Cybex Mios, Cybex Libelle",https://cybex-online.com/strollers,"site:cybex-online.com ""review"" (""heavy"" OR ""fold"" OR ""canopy"" OR ""recline"")",https://www.google.com/search?q=site%3Acybex-online.com+%22review%22+%28%22heavy%22+OR+%22fold%22+OR+%22canopy%22+OR+%22recline%22%29,BATCH-P1C-FR-Cybex
P1-C,法国,FR,家居出行,竞品Amazon评论,Amazon (amazon.fr),Cybex Priam,https://www.amazon.fr/s?k=Cybex+Priam&rh=p_72%3A1-2,"site:amazon.fr ""Cybex Priam"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.fr+%22Cybex+Priam%22+review+problem,BATCH-P1C-FR-Cybex
P1-C,法国,FR,家居出行,竞品Amazon评论,Amazon (amazon.fr),Cybex Mios,https://www.amazon.fr/s?k=Cybex+Mios&rh=p_72%3A1-2,"site:amazon.fr ""Cybex Mios"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.fr+%22Cybex+Mios%22+review+problem,BATCH-P1C-FR-Cybex
P1-C,法国,FR,家居出行,竞品独立站Google定向,Google → cybex-online.com,Cybex negative reviews,https://www.google.com/search?q=site%3Acybex-online.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:cybex-online.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Acybex-online.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-FR-Cybex
P1-C,法国,FR,家居出行,竞品独立站,Babyzen DTC (babyzen.com),"YOYO2, YOYO Bassinet",https://www.babyzen.com/en/strollers,"site:babyzen.com ""review"" (""recline"" OR ""canopy"" OR ""expensive"" OR ""newborn"")",https://www.google.com/search?q=site%3Ababyzen.com+%22review%22+%28%22recline%22+OR+%22canopy%22+OR+%22expensive%22+OR+%22newborn%22%29,BATCH-P1C-FR-Babyzen
P1-C,法国,FR,家居出行,竞品Amazon评论,Amazon (amazon.fr),YOYO2,https://www.amazon.fr/s?k=YOYO2&rh=p_72%3A1-2,"site:amazon.fr ""YOYO2"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.fr+%22YOYO2%22+review+problem,BATCH-P1C-FR-Babyzen
P1-C,法国,FR,家居出行,竞品Amazon评论,Amazon (amazon.fr),YOYO Bassinet,https://www.amazon.fr/s?k=YOYO+Bassinet&rh=p_72%3A1-2,"site:amazon.fr ""YOYO Bassinet"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.fr+%22YOYO+Bassinet%22+review+problem,BATCH-P1C-FR-Babyzen
P1-C,法国,FR,家居出行,竞品独立站Google定向,Google → babyzen.com,Babyzen negative reviews,https://www.google.com/search?q=site%3Ababyzen.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:babyzen.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Ababyzen.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-FR-Babyzen
P1-C,西班牙,ES,吸奶器,竞品独立站,Medela DTC (medela.es),"Medela Pump in Style, Medela Swing Maxi, Medela Freestyle Flex",https://www.medela.com/breastfeeding/products/breast-pumps,"site:medela.com ""review"" (""disappointed"" OR ""problem"" OR ""issue"")",https://www.google.com/search?q=site%3Amedela.com+%22review%22+%28%22disappointed%22+OR+%22problem%22+OR+%22issue%22%29,BATCH-P1C-ES-Medela
P1-C,西班牙,ES,吸奶器,竞品Amazon评论,Amazon (amazon.es),Medela Pump in Style,https://www.amazon.es/s?k=Medela+Pump+in+Style&rh=p_72%3A1-2,"site:amazon.es ""Medela Pump in Style"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.es+%22Medela+Pump+in+Style%22+review+problem,BATCH-P1C-ES-Medela
P1-C,西班牙,ES,吸奶器,竞品Amazon评论,Amazon (amazon.es),Medela Swing Maxi,https://www.amazon.es/s?k=Medela+Swing+Maxi&rh=p_72%3A1-2,"site:amazon.es ""Medela Swing Maxi"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.es+%22Medela+Swing+Maxi%22+review+problem,BATCH-P1C-ES-Medela
P1-C,西班牙,ES,吸奶器,竞品独立站Google定向,Google → medela.es,Medela negative reviews,https://www.google.com/search?q=site%3Amedela.es+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:medela.es ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Amedela.es+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-ES-Medela
P1-C,西班牙,ES,喂养电器,竞品独立站,Philips Avent DTC (philips.es),"Avent Fast Bottle Warmer, Avent 3-in-1 Sterilizer, Avent Premium Sterilizer",https://www.philips.com/c-m-mo/philips-avent-bottle-warmers-sterilizers,"site:philips.com ""avent"" ""review"" (""slow"" OR ""uneven"" OR ""difficult"")",https://www.google.com/search?q=site%3Aphilips.com+%22avent%22+%22review%22+%28%22slow%22+OR+%22uneven%22+OR+%22difficult%22%29,BATCH-P1C-ES-PhilipsAvent
P1-C,西班牙,ES,喂养电器,竞品Amazon评论,Amazon (amazon.es),Avent Fast Bottle Warmer,https://www.amazon.es/s?k=Avent+Fast+Bottle+Warmer&rh=p_72%3A1-2,"site:amazon.es ""Avent Fast Bottle Warmer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.es+%22Avent+Fast+Bottle+Warmer%22+review+problem,BATCH-P1C-ES-PhilipsAvent
P1-C,西班牙,ES,喂养电器,竞品Amazon评论,Amazon (amazon.es),Avent 3-in-1 Sterilizer,https://www.amazon.es/s?k=Avent+3-in-1+Sterilizer&rh=p_72%3A1-2,"site:amazon.es ""Avent 3-in-1 Sterilizer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.es+%22Avent+3-in-1+Sterilizer%22+review+problem,BATCH-P1C-ES-PhilipsAvent
P1-C,西班牙,ES,喂养电器,竞品独立站Google定向,Google → philips.es,Philips Avent negative reviews,https://www.google.com/search?q=site%3Aphilips.es+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:philips.es ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Aphilips.es+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-ES-PhilipsAvent
P1-C,西班牙,ES,喂养电器,竞品独立站,Chicco DTC (chicco.es),"Chicco NaturalFit Sterilizer, Chicco Bottle Warmer",https://www.chiccousa.com/shop-all-feeding/,"site:chiccousa.com ""review"" (""warm"" OR ""sterilize"" OR ""problem"")",https://www.google.com/search?q=site%3Achiccousa.com+%22review%22+%28%22warm%22+OR+%22sterilize%22+OR+%22problem%22%29,BATCH-P1C-ES-Chicco
P1-C,西班牙,ES,喂养电器,竞品Amazon评论,Amazon (amazon.es),Chicco NaturalFit Sterilizer,https://www.amazon.es/s?k=Chicco+NaturalFit+Sterilizer&rh=p_72%3A1-2,"site:amazon.es ""Chicco NaturalFit Sterilizer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.es+%22Chicco+NaturalFit+Sterilizer%22+review+problem,BATCH-P1C-ES-Chicco
P1-C,西班牙,ES,喂养电器,竞品Amazon评论,Amazon (amazon.es),Chicco Bottle Warmer,https://www.amazon.es/s?k=Chicco+Bottle+Warmer&rh=p_72%3A1-2,"site:amazon.es ""Chicco Bottle Warmer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.es+%22Chicco+Bottle+Warmer%22+review+problem,BATCH-P1C-ES-Chicco
P1-C,西班牙,ES,喂养电器,竞品独立站Google定向,Google → chicco.es,Chicco negative reviews,https://www.google.com/search?q=site%3Achicco.es+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:chicco.es ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Achicco.es+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-ES-Chicco
P1-C,西班牙,ES,家居出行,竞品独立站,Bugaboo DTC (bugaboo.com),"Bugaboo Fox 5, Bugaboo Dragonfly, Bugaboo Butterfly",https://www.bugaboo.com/strollers/,"site:bugaboo.com ""review"" (""heavy"" OR ""price"" OR ""fold"" OR ""wheel"")",https://www.google.com/search?q=site%3Abugaboo.com+%22review%22+%28%22heavy%22+OR+%22price%22+OR+%22fold%22+OR+%22wheel%22%29,BATCH-P1C-ES-Bugaboo
P1-C,西班牙,ES,家居出行,竞品Amazon评论,Amazon (amazon.es),Bugaboo Fox 5,https://www.amazon.es/s?k=Bugaboo+Fox+5&rh=p_72%3A1-2,"site:amazon.es ""Bugaboo Fox 5"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.es+%22Bugaboo+Fox+5%22+review+problem,BATCH-P1C-ES-Bugaboo
